"Obs","Name","Type","numobs","nmiss","per_miss","unique","mean_or_top1","min_or_top2","p1_or_top3","p5_or_top4","p25_or_top5","median_or_bot5","p75_or_bot4","p95_or_bot3","p99_or_bot2","max_or_bot1"
949,"H1_EQUITY_RATE_TYPE","character",895720,894385,"100%",3,"::894385","F::921","V::414","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
950,"H1_EQUITY_TERM","integer",895720,353534,"39%",24,"0.346331332789854","0","0","0","0","0","0","0","0","372"
951,"H1_EQUITY_LOAN_TYPE","character",895720,894566,"100%",4,"::894566","C::1149","F::4","V::1","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
952,"H1_DEED_DATE_OF_REFINANCE_LOAN","integer",895720,892792,"100%",2054,"20073197.8210382","19971014","19980147.25","19980829.05","20011204.5","20080415","20130608.5","20150812.65","20160203.73","20160708"
953,"H1_REFINANCE_AMOUNT","integer",895720,353534,"39%",501,"0.917674008550571","0","0","0","0","0","0","0","0","4600"
954,"H1_REFINANCE_RATE_TYPE","character",895720,892792,"100%",4,"::892792","F::2578","V::343","0::7","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
955,"H1_REFINANCE_TERM","integer",895720,353534,"39%",30,"0.875876544211765","0","0","0","0","0","0","0","0","372"
956,"H1_REFINANCE_LOAN_TYPE","character",895720,893472,"100%",4,"::893472","C::2172","F::64","V::12","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
957,"MULTIPLE_REALTY_PROPERTY","character",895720,353534,"39%",3,"U::528042","::353534","Y::14144","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
958,"EST_CUR_MORTG_AMT_CONF_CD","integer",895720,353534,"39%",5,"1.41573924815469","0","0","0","1","1","2","3","3","3"
959,"EST_CUR_MORTG_AMT_1","character",895720,353534,"39%",18,"::353534","U::71867","J::55541","L::53558","K::50470","B::19491","N::11585","A::5424","O::2154","P::1591"
960,"EST_CUR_MORTG_AMT_2","integer",895720,353534,"39%",1840,"146.382127166692","0","0","0","47","117","205","382","656","9224"
961,"EST_CUR_MTHLY_MORTG_PAY_CONF_C","integer",895720,353534,"39%",5,"1.41573924815469","0","0","0","1","1","2","3","3","3"
962,"EST_CUR_MTHLY_MORTG_PAY_1","character",895720,353534,"39%",16,"::353534","U::71867","J::56397","N::50597","L::46124","M::31098","D::27552","C::20377","B::11368","A::7187"
963,"EST_CUR_MTHLY_MORTG_PAY_2","integer",895720,353534,"39%",6246,"1014.67305500326","0","0","0","490","871","1359","2417","4134","9999"
964,"EST_CUR_LOAN_TO_VAL_RAT_CONF_C","integer",895720,353534,"39%",5,"1.41573924815469","0","0","0","1","1","2","3","3","3"
965,"EST_CUR_LOAN_TO_VALUE_RATIO_RG","integer",895720,353534,"39%",127,"53.7812964554599","0","0","0","26","59","80","103","125","125"
966,"EST_AVAILABLE_EQUITY_CONF_CD","integer",895720,353534,"39%",5,"1.41573924815469","0","0","0","1","1","2","3","3","3"
967,"ESTIMATED_AVAILABLE_EQUITY_1","character",895720,353534,"39%",18,"::353534","U::75658","D::55053","E::49215","C::42575","A::19788","M::14307","N::12626","O::2393","P::2176"
968,"ESTIMATED_AVAILABLE_EQUITY_2","integer",895720,353534,"39%",2040,"117.952713644395","0","0","0","24","74","156","373","702","8141"
969,"H1_MORTGAGE_AMOUNT_RANGES","character",895720,353534,"39%",18,"::353534","U::221950","L::50209","J::46681","K::44646","C::4079","O::1835","B::1674","P::1471","A::185"
970,"TRU_TCH_TIME_OF_DAY_MOD","character",895720,353534,"39%",61,"::353534","J1::241210","C1::72811","A1::45621","J2::27978","I4::5","D4::1","A4::1","C4::1","B4::1"
971,"TENANCY_OCCHU_PCNT_RENTEROCCUP","integer",895720,353534,"39%",1002,"224.370703042867","0","16","36","99","175","302","587","787","1000"
972,"CBSA_CD","integer",895720,374492,"42%",460,"28599.0699847284","10140","11100","12060","16980","27140","38300","47900","49340","49820"
973,"CBSA_TYPE","character",895720,353534,"39%",4,"A::475521","::353534","B::45707","C::20958","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
974,"HOME_TOTAL_VALUE","integer",895720,353534,"39%",2561,"216.543865020491","0","0","0","92","172","279","557","996","9999"
975,"HOME_TAX_VALUE","integer",895720,353534,"39%",10001,"3697.19078323675","0","0","0","1420","3063","5354","9999","9999","9999"
976,"HOME_IMPROVEMENT_VALUE","integer",895720,353534,"39%",1876,"145.766644657","0","0","0","66","119","187","365","641","9529"
977,"HOME_LAND_SQUARE_FOOTAGE","integer",895720,353534,"39%",3463,"77.6302117723438","0","0","0","7","12","38","222","1306","9999"
978,"HOME_LAND_FRONT_FOOTAGE","integer",895720,353534,"39%",819,"27.4455186965359","0","0","0","0","0","0","110","200","9999"
979,"HOME_LAND_DEPTH_FOOTAGE","integer",895720,353534,"39%",981,"33.9114307636125","0","0","0","0","0","0","171","298","9999"
980,"HOME_STORIES","integer",895720,353534,"39%",35,"11.5582106509574","0","0","0","10","10","20","20","25","500"
981,"HOME_SWIMMING_POOL_IND","character",895720,353534,"39%",3,"U::504542","::353534","Y::37644","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
982,"HOME_TOTAL_ROOMS","integer",895720,353534,"39%",38,"3.13182192089062","0","0","0","0","0","6","9","11","41"
983,"HOME_BUILDING_SQUARE_FOOTAGE","integer",895720,353534,"39%",216,"20.6587370385809","0","0","0","13","19","27","43","61","999"
984,"HOME_BEDROOMS","integer",895720,353534,"39%",18,"1.94046323586371","0","0","0","0","3","3","4","5","16"
985,"HOME_BATH","integer",895720,353534,"39%",29,"18.4568819556388","0","0","0","10","20","30","40","50","110"
986,"HOME_BASE_SQUARE_FOOTAGE","integer",895720,353534,"39%",97,"6.37046142836591","0","0","0","0","0","12","21","29","386"
987,"HOME_FIREPLACES","integer",895720,353534,"39%",11,"0.459111817715692","0","0","0","0","0","1","2","3","9"
988,"HOME_FLOOR_COVER_IND","integer",895720,353534,"39%",10,"0.899185888237616","0","0","0","0","0","1","9","9","9"
989,"HOME_HEAT_IND","integer",895720,353534,"39%",10,"1.30224683042351","0","0","0","0","1","1","5","9","9"
990,"HOME_AIR_CONDITIONING","integer",895720,353534,"39%",6,"0.385447060602819","0","0","0","0","0","1","1","2","9"
991,"HOME_EXTERIOR_WALL","integer",895720,353534,"39%",13,"4.38740764239578","0","0","0","1","4","6","6","10","99"
992,"HOME_BUILDING_CONSTR_IND","integer",895720,353534,"39%",10,"0.606286403558926","0","0","0","0","0","0","3","6","9"
993,"INTEREST_IN_GARDENING","character",895720,353534,"39%",3,"U::359748","::353534","Y::182438","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
994,"INTEREST_IN_AUTOMOTIVE","character",895720,353534,"39%",3,"U::454403","::353534","Y::87783","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
995,"INTEREST_IN_GOURMET_COOKING","character",895720,353534,"39%",3,"::353534","U::306807","Y::235379","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
996,"HOME_DECORATING_FURNISHING","character",895720,353534,"39%",3,"::353534","Y::288327","U::253859","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
997,"DOG_ENTHUSIASTS","character",895720,353534,"39%",3,"U::465937","::353534","Y::76249","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
998,"CAT_ENTHUSIASTS","character",895720,353534,"39%",3,"U::490053","::353534","Y::52133","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
999,"PET_ENTHUSIAST","character",895720,353534,"39%",3,"U::416375","::353534","Y::125811","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
1000,"INTEREST_IN_TRAVEL","character",895720,353534,"39%",3,"U::387969","::353534","Y::154217","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
1001,"INTEREST_IN_FITNESS","character",895720,353534,"39%",3,"U::395060","::353534","Y::147126","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
1002,"INTEREST_IN_THE_OUTDOORS","character",895720,353534,"39%",3,"U::380264","::353534","Y::161922","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
1003,"INTEREST_IN_SPORTS","character",895720,353534,"39%",3,"::353534","U::282894","Y::259292","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
1004,"INVESTORS","character",895720,353534,"39%",3,"U::438911","::353534","Y::103275","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
1005,"PURCHASED_THROUGH_THE_MAIL","character",895720,353534,"39%",3,"Y::459867","::353534","U::82319","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
1006,"CRUISE_ENTHUSIASTS","character",895720,353534,"39%",3,"U::487380","::353534","Y::54806","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
1007,"INVESTS_MUTUAL_FUNDS_ANNUITIES","character",895720,353534,"39%",3,"U::496430","::353534","Y::45756","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
1008,"INTERNET_ONLINE_SUBSCRIBER","character",895720,353534,"39%",3,"Y::449940","::353534","U::92246","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
1009,"PURCHASE_VIA_ONLINE","character",895720,353534,"39%",3,"Y::446485","::353534","U::95701","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
1010,"DOMESTIC_TRAVELER","character",895720,353534,"39%",3,"U::398981","::353534","Y::143205","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
1011,"FOREIGN_TRAVELER","character",895720,353534,"39%",3,"U::493190","::353534","Y::48996","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
1012,"TYPE_OF_PURCHASE","character",895720,357730,"40%",4,"::357730","U::346113","R::159460","N::32417","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
1013,"MORTGAGE_AMOUNT","integer",895720,353534,"39%",1432,"123.615488042849","0","0","0","0","95","197","392","640","9999"
1014,"MORTGAGE_LENDER_NAME","character",895720,663800,"74%",23186,"::663800","WELLS FARGO BK NA::6342","BANK OF AMERICA::5804","WELLS FARGO BANK::2770","COUNTRYWIDE HM LNS INC::1809","WAYMIRE MTG::1","BANK OF DESOTO::1","FRANKLIN AMERICAN MTG COM::1","AMERIFIRST MTG::1","CHEMTOV MTG GRP CORP CHEM::1"
1015,"MORTGAGE_RATE_TYPE","character",895720,716990,"80%",3,"::716990","F::158395","V::20335","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
1016,"MORTGAGE_TERM_IN_MONTHS","integer",895720,353534,"39%",33,"73.7820526535174","0","0","0","0","0","0","360","360","372"
1017,"MATCH_LEVEL_GEO","character",895720,353555,"39%",5,"R::528296","::353555","B::8473","4::4816","T::580","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
1018,"EDUC_ISPSA","integer",895720,353534,"39%",3517,"3647.18051923141","790","2275","2737","3265","3657","4042","4534","4793","6200"
1019,"EDUC_ISPSA_DECILE","integer",895720,353534,"39%",11,"5.31638773409863","0","0","1","3","6","8","9","9","9"
1020,"INC_FAMILY_INC_STATE_INDEX","integer",895720,353534,"39%",11,"5.53298683477626","0","0","1","4","6","8","9","9","9"
1021,"TIME_ZONE1","integer",895720,353534,"39%",7,"1.73464272408362","1","1","1","1","1","2","4","7","8"
1022,"PH_PANDER_FL","character",895720,353534,"39%",3,"N::355629","::353534","Y::186557","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
1023,"SPECIAL_USE_FL","character",895720,353534,"39%",3,"N::363135","::353534","Y::179051","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
1024,"PH_STATE_DNC","character",895720,353534,"39%",3,"N::490134","::353534","Y::52052","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
1025,"PH_NATIONAL_DNC","character",895720,353534,"39%",3,"N::367622","::353534","Y::174564","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
1026,"DWELLING_UNIT_SIZE_CODE","character",895720,353534,"39%",10,"A::514537","::353534","E::8272","I::4280","B::4161","C::3486","F::2296","G::2251","D::1577","H::1326"
1027,"DWELLING_TYPE","character",895720,353534,"39%",4,"S::514537","::353534","A::27596","M::53","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
1028,"EST_HOUSEHOLD_INCOME_AMT_V5","integer",895720,353534,"39%",246,"106.077121135551","6","14","28","67","93","128","248","250","250"
1029,"COUNTY_CODE","integer",895720,353534,"39%",258,"72.7121356877529","1","1","3","15","35","99","215","453","760"
1030,"COUNTY_NAME","character",895720,353534,"39%",899,"::353534","MIDDLESEX::16217","MARICOPA::13967","COOK::10067","MONTGOMERY::9112","PENNINGTON::1","KINGS::1","BEAUFORT::1","STONEWALL::1","VAN BUREN::1"
1031,"LATITUDE","integer",895720,353534,"39%",514205,"37921924.8325759","0","26328159.75","29683524.25","33863283.5","39408464","41691828.5","43898694.25","47785100","64831328"
1032,"LONGITUDE","integer",895720,353534,"39%",519369,"-85511334.7301793","-149880677","-122535597.45","-112695178.75","-92302419.5","-81159840.5","-74511760","-71172262.25","-70878048.9","0"
1033,"EST_HOUSEHOLD_INCOME_CODE_V5","character",895720,353534,"39%",13,"::353534","F::143517","E::109151","G::90167","H::52048","K::19287","D::17233","B::12999","C::10708","A::9534"
1034,"HOME_OWNER_PROBABILITY_SCORE","integer",895720,353534,"39%",104,"94.8499444839963","0","0","36","101","101","101","101","102","102"
1035,"COMBINED_HOMEOWNER","character",895720,353534,"39%",8,"H::484202","::353534","U::13030","T::12768","R::10855","T::12768","R::10855","9::9313","8::7010","7::5008"
1036,"NCOA_MOVE_UPDATE_CODE","integer",895720,353534,"39%",3,"2.02819696561697","2","2","2","2","2","2","2","4","4"
1037,"NCOA_MOVE_UPDATE_DATE","integer",895720,353534,"39%",19,"20160255.3544854","20160119","20160121","20160121","20160121","20160121","20160121","20160722","20160722","20160801"
1038,"MULTI_CO_DIRECT_MAIL_RESP_HH","character",895720,353534,"39%",4,"::353534","U::222294","M::222062","Y::97830","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
1039,"HOME_BUSINESS_INDICATOR","character",895720,353534,"39%",3,"U::513171","::353534","Y::29015","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
1040,"LENGTH_OF_RESIDENCE","integer",895720,353534,"39%",68,"13.0043140176987","0","0","1","6","11","19","30","40","66"
1041,"NUM_OF_PERS_IN_LIV_UNIT","integer",895720,353534,"39%",9,"3.40052860088604","1","1","1","2","3","4","7","8","8"
1042,"NUM_OF_ADULTS_IN_LIV_UNIT","integer",895720,353534,"39%",9,"2.68661308111976","1","1","1","2","2","3","5","6","8"
1043,"RURAL_URBAN_COUNTY_SIZE_CODE","integer",895720,353534,"39%",10,"1.90706141434858","1","1","1","1","1","2","6","7","9"
1044,"ACTIVITY_DT","integer",895720,353534,"39%",1646,"20152296.0102769","20060501","20140613","20150113","20150924","20151221","20151231","20160531","20160609","20160726"
1045,"ETHNIC_EXP_GRP_CODE","integer",895720,353534,"39%",34,"12.738857144965","1","2","2","8","10","15","30","33","33"
1046,"RELIGION","character",895720,353534,"39%",15,"::353534","P::320209","C::172820","X::14536","J::9385","S::932","K::613","L::295","E::291","M::3"
1047,"LANGUAGE_CD","character",895720,353534,"39%",80,"01::489891","::353534","20::32766","7A::4529","19::1634","73::1","9R::1","32::1","72::1","7D::1"
1048,"ETHNIC_GRP_CODE","character",895720,353534,"39%",17,"::353534","K::340171","O::50098","A::44437","E::34452","B::1463","F::866","D::645","H::90","M::7"
1049,"I1_GENDER_CODE","character",895720,353534,"39%",4,"::353534","M::328394","F::211485","U::2307","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
1050,"EST_AGE","integer",895720,858442,"96%",69,"39.3709694726112","19","25","30","32","35","48","57","63","87"
1051,"EXACT_AGE","integer",895720,390812,"44%",70,"49.0623103614916","19","30","33","42","49","57","63","68","87"
1052,"EDUCATION_INDIVIDUAL_1","integer",895720,353534,"39%",11,"42.0177854094351","11","11","11","14","52","53","55","55","55"
1053,"OCCUPATION_CD","integer",895720,353534,"39%",46,"4.26715370739931","0","0","0","0","0","0","38","48","54"
1054,"I1_BUSINESS_OWNER_FLAG","character",895720,353534,"39%",3,"U::523905","::353534","Y::18281","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
1055,"OCCUPATION_GROUP_V2","character",895720,353534,"39%",18,"::353534","I1::108386","I6::84807","I8::74789","K3::52521","K5::4806","K2::4325","K9::2670","I7::1316","K7::292"
1056,"NUM_CHILD_IN_LIV_UNIT","integer",895720,353534,"39%",9,"0.713915519766279","0","0","0","0","0","1","3","5","7"
1057,"PRESENCE_OF_CHILD_AGE_0_3_V3","character",895720,353534,"39%",5,"5N::372965","::353534","5U::88514","1Y::74127","5Y::6580","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
1058,"PRES_OF_CHILD_AGE_0_3_V3_SCORE","integer",895720,353534,"39%",90,"20.1843610864168","1","1","1","3","5","14","101","101","101"
1059,"PRES_OF_CHILD_AGE_0_3_V3_GENDE","character",895720,821593,"92%",5,"::821593","U::70272","M::1922","F::1906","B::27","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
1060,"PRESENCE_OF_CHILD_AGE_4_6_V3","character",895720,353534,"39%",5,"5N::394944","::353534","1Y::73132","5U::59427","5Y::14683","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
1061,"PRES_OF_CHILD_AGE_4_6_V3_SCORE","integer",895720,353534,"39%",86,"18.8486478809855","1","1","1","1","3","14","101","101","101"
1062,"PRES_OF_CHILD_AGE_4_6_V3_GENDE","character",895720,822588,"92%",5,"::822588","U::60006","F::7507","M::5456","B::163","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
1063,"PRESENCE_OF_CHILD_7_9_V3","character",895720,353534,"39%",5,"::353534","5N::351256","5U::102335","1Y::60542","5Y::28053","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
1064,"PRES_OF_CHILD_AGE_7_9_V3_SCORE","integer",895720,353534,"39%",77,"17.0411685288812","1","1","1","1","4","14","101","101","101"
1065,"PRES_OF_CHILD_AGE_7_9_V3_GENDE","character",895720,835178,"93%",5,"::835178","U::50853","M::4871","F::4447","B::371","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
1066,"PRESENCE_OF_CHILD_10_12_V3","character",895720,353534,"39%",5,"::353534","5N::238901","5U::214442","5Y::48402","1Y::40441","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
1067,"PRES_OF_CHILD_AGE_10_12_V3_SCO","integer",895720,353534,"39%",83,"13.4524849405923","1","1","1","1","4","11","101","101","101"
1068,"PRES_OF_CHILD_AGE_10_12_V3_GEN","character",895720,855279,"95%",5,"::855279","U::29303","M::5770","F::5253","B::115","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
1069,"PRESENCE_OF_CHILD_AGE_13_15_V3","character",895720,353534,"39%",5,"::353534","5N::346444","5U::107033","1Y::49800","5Y::38909","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
1070,"PRES_OF_CHILD_AGE_13_15_V3_SCO","integer",895720,353534,"39%",90,"14.6485578749728","1","1","1","1","4","9","101","101","101"
1071,"PRES_OF_CHILD_AGE_13_15_V3_GEN","character",895720,845920,"94%",5,"::845920","U::26224","M::12219","F::10832","B::525","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
1072,"PRESENCE_OF_CHILD_AGE_16_18_V3","character",895720,353534,"39%",5,"5N::382836","::353534","5U::79332","1Y::43084","5Y::36934","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
1073,"PRES_OF_CHILD_AGE_16_18_V3_SCO","integer",895720,353534,"39%",74,"13.0129789408063","1","1","1","2","4","8","101","101","101"
1074,"PRES_OF_CHILD_AGE_16_18_V3_GEN","character",895720,852636,"95%",5,"::852636","M::16116","U::13380","F::12806","B::782","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
1075,"UPSCALE_DM_MERC_BYR_CAT","integer",895720,353534,"39%",9,"0.0138642458492104","0","0","0","0","0","0","0","0","7"
1076,"MALE_ORIENT_DM_MERC_BYR_CAT","integer",895720,353534,"39%",7,"0.0320923078058083","0","0","0","0","0","0","0","1","5"
1077,"FEMALE_ORIENT_DM_MERC_BYR_CAT","integer",895720,353534,"39%",11,"0.154446997893712","0","0","0","0","0","0","1","2","9"
1078,"CRAFTS_HOBBIE_DM_MERC_BYR_CAT","integer",895720,353534,"39%",8,"0.0401227622992847","0","0","0","0","0","0","0","1","6"
1079,"GARDEN_FARM_DM_MERC_BYR_CAT","integer",895720,353534,"39%",6,"0.0147735279037083","0","0","0","0","0","0","0","1","4"
1080,"BOOKS_DM_MERC_BYR_CAT","integer",895720,353534,"39%",11,"0.718196338525893","0","0","0","0","0","1","3","6","9"
1081,"COL_SPC_FOOD_DM_MERC_BYR_CAT","integer",895720,353534,"39%",7,"0.0155463254307562","0","0","0","0","0","0","0","1","5"
1082,"PRESENCE_OF_EMAIL","character",895720,364534,"41%",3,"U::455388","::364534","Y::75798","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
1083,"TRU_TCH_BUY_AMER_V2","integer",895720,353534,"39%",10,"6.24656298760942","1","1","3","5","6","8","9","9","9"
1084,"TRU_TCH_SHOW_ME_MONEY_V2","integer",895720,353534,"39%",10,"5.89327094391961","1","1","3","5","6","7","9","9","9"
1085,"TRU_TCH_GOWITHFLOW_V2","integer",895720,353534,"39%",10,"6.82210717355299","1","3","4","6","7","8","9","9","9"
1086,"TRU_TCH_NO_TIME_LK_PRESENT_V2","integer",895720,353534,"39%",10,"6.0144083395735","1","2","2","5","6","7","9","9","9"
1087,"TRU_TCH_NVR_EMPTY_HAND_V2","integer",895720,353534,"39%",10,"6.73060720859631","1","2","4","6","7","8","9","9","9"
1088,"TRU_TCH_ON_ROAD_AGAIN_V2","integer",895720,353534,"39%",10,"6.20451468684178","1","1","3","5","6","7","9","9","9"
1089,"TRU_TCH_LOOK_AT_ME_V2","integer",895720,353534,"39%",10,"6.44682636585969","1","1","3","5","7","8","9","9","9"
1090,"TRU_TCH_SMELL_ROSES_V2","integer",895720,353534,"39%",10,"7.30204763678885","1","3","5","6","8","8","9","9","9"
1091,"TRU_TCH_WORK_PLAY_HARD_V2","integer",895720,353534,"39%",10,"6.16812864957782","1","1","2","5","6","8","8","9","9"
1092,"TRU_TCH_PENNY_SAVED_V2","integer",895720,353534,"39%",10,"6.5861383362905","1","2","4","5","7","8","9","9","9"
1093,"TRU_TCH_ALL_IN_NAME_V2","integer",895720,353534,"39%",10,"5.24303652252179","1","1","3","5","5","6","7","9","9"
1094,"TRU_TCH_CBL_TV","integer",895720,353534,"39%",10,"3.78173726359589","1","1","1","3","3","5","7","8","9"
1095,"TRU_TCH_DIRECT_MAIL","integer",895720,353534,"39%",10,"6.53651329986388","1","2","3","6","7","8","9","9","9"
1096,"TRU_TCH_INTERNET_RADIO","integer",895720,353534,"39%",10,"4.19885057895261","1","1","1","3","4","5","7","8","9"
1097,"TRU_TCH_MOBILE_DISPLAY","integer",895720,353534,"39%",10,"5.16413186618614","1","2","3","4","5","6","7","8","9"
1098,"TRU_TCH_MOBILE_VIDEO","integer",895720,353534,"39%",10,"5.89597481307153","1","1","3","5","6","7","8","8","9"
1099,"TRU_TCH_ONLINE_VIDEO","integer",895720,353534,"39%",10,"5.27147141386904","1","1","2","4","5","7","8","9","9"
1100,"TRU_TCH_ONLINE_DISPLAY","integer",895720,353534,"39%",10,"6.02121781086196","1","1","2","5","7","7","9","9","9"
1101,"TRU_TCH_STREAMING_TV","integer",895720,353534,"39%",10,"4.11778614718934","1","1","1","3","3","5","8","8","9"
1102,"TRU_TCH_BRK_MORTAR","integer",895720,353534,"39%",10,"4.08739805159115","1","1","1","3","3","6","7","8","9"
1103,"TRU_TCH_MED_HIGH","integer",895720,353534,"39%",10,"5.13766862294489","1","1","1","3","6","7","9","9","9"
1104,"TRU_TCH_ETAILER","integer",895720,353534,"39%",10,"3.42489846657789","1","1","1","2","3","5","7","8","9"
1105,"TRU_TCH_ONLINE_DISCOUNT","integer",895720,353534,"39%",10,"4.06917736717658","1","1","1","3","4","5","7","8","9"
1106,"TRU_TCH_ONLINE_BID_MKT","integer",895720,353534,"39%",10,"4.08263215944344","1","1","1","2","5","5","6","7","9"
1107,"DIABETES_FLAG","character",895720,407802,"46%",2,"U::487918","::407802","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
1108,"TRU_TCH_SATTELLITE_RADIO","integer",895720,774766,"86%",10,"3.332795938952","1","1","1","2","3","5","6","7","9"
1109,"CHILD1_BIRTH_DATE_YYMM","integer",895720,883854,"99%",53,"198803.630878139","1999","199808","199809","199907","200006","200105","200205","200207","200207"
1110,"CHILD2_BIRTH_DATE_YYMM","integer",895720,892610,"100%",51,"199760.973954984","2000","199811","199908","200008","200105","200112","200206","200207","200207"
1111,"CHILD3_BIRTH_DATE_YYMM","integer",895720,895465,"100%",38,"200129.537254902","199810","199906.16","199975","200104","200112","200203","200207","200207","200207"
1112,"CHILD4_BIRTH_DATE_YYMM","integer",895720,895701,"100%",12,"200122.210526316","200002","200002","200002","200105","200111","200202.5","200207","200207","200207"
1113,"CHILD5_BIRTH_DATE_YYMM","integer",895720,895719,"100%",2,"200103","200103","200103","200103","200103","200103","200103","200103","200103","200103"
1114,"CHILD6_BIRTH_DATE_YYMM","logical",895720,895720,"100%",1,"NA::895720","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
1115,"CHILD7_BIRTH_DATE_YYMM","logical",895720,895720,"100%",1,"NA::895720","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA","NA::NA"
1116,"resp","integer",895720,895255,"100%",2,"1","1","1","1","1","1","1","1","1","1"
1117,"conv","integer",895720,895255,"100%",5,"0.159139784946237","0","0","0","0","0","0","2","4","4"
1118,"submit","integer",895720,895255,"100%",5,"0.238709677419355","0","0","0","0","0","0","2","4","4"
